IC_L_7: t= 0.10, L= 403.00, L_straight= 401.12, slack=  1.88, T_bat= 0.01, T_rov= 0.26, F_drag_cable=( 0.00,  0.05), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 49.80, L= 430.25, L_straight= 422.71, slack=  7.54, T_bat= 14.71, T_rov= 0.50, F_drag_cable=(-4.46,  17.07), Fy_cmd=-25.00, desired=  0.72, ret=  0.44, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 49.90, L= 430.29, L_straight= 422.76, slack=  7.53, T_bat= 14.38, T_rov= 0.50, F_drag_cable=(-4.46,  17.07), Fy_cmd=-25.00, desired=  0.76, ret=  0.47, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.00, L= 430.34, L_straight= 422.81, slack=  7.53, T_bat= 14.44, T_rov= 0.50, F_drag_cable=(-4.47,  17.07), Fy_cmd=-25.00, desired=  0.78, ret=  0.51, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.10, L= 430.39, L_straight= 422.86, slack=  7.52, T_bat= 14.48, T_rov= 0.50, F_drag_cable=(-4.47,  17.08), Fy_cmd=-25.00, desired=  0.80, ret=  0.54, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.20, L= 430.44, L_straight= 422.92, slack=  7.52, T_bat= 14.42, T_rov= 0.50, F_drag_cable=(-4.47,  17.08), Fy_cmd=-25.00, desired=  0.82, ret=  0.56, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.30, L= 430.50, L_straight= 422.97, slack=  7.53, T_bat= 14.57, T_rov= 0.50, F_drag_cable=(-4.47,  17.08), Fy_cmd=-25.00, desired=  0.82, ret=  0.59, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.40, L= 430.56, L_straight= 423.02, slack=  7.54, T_bat= 14.47, T_rov= 0.50, F_drag_cable=(-4.47,  17.08), Fy_cmd=-25.00, desired=  0.83, ret=  0.61, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.50, L= 430.62, L_straight= 423.07, slack=  7.54, T_bat= 14.35, T_rov= 0.50, F_drag_cable=(-4.47,  17.09), Fy_cmd=-25.00, desired=  0.83, ret=  0.64, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.60, L= 430.68, L_straight= 423.13, slack=  7.55, T_bat= 14.51, T_rov= 0.50, F_drag_cable=(-4.47,  17.09), Fy_cmd=-25.00, desired=  0.84, ret=  0.66, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.70, L= 430.75, L_straight= 423.18, slack=  7.57, T_bat= 14.69, T_rov= 0.50, F_drag_cable=(-4.47,  17.09), Fy_cmd=-25.00, desired=  0.84, ret=  0.67, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.80, L= 430.81, L_straight= 423.23, slack=  7.58, T_bat= 14.74, T_rov= 0.50, F_drag_cable=(-4.47,  17.09), Fy_cmd=-25.00, desired=  0.84, ret=  0.69, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 50.90, L= 430.88, L_straight= 423.28, slack=  7.60, T_bat= 14.59, T_rov= 0.50, F_drag_cable=(-4.47,  17.10), Fy_cmd=-25.00, desired=  0.84, ret=  0.71, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 51.00, L= 430.95, L_straight= 423.34, slack=  7.62, T_bat= 14.38, T_rov= 0.50, F_drag_cable=(-4.47,  17.10), Fy_cmd=-25.00, desired=  0.84, ret=  0.72, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 51.10, L= 431.03, L_straight= 423.39, slack=  7.64, T_bat= 14.48, T_rov= 0.50, F_drag_cable=(-4.47,  17.10), Fy_cmd=-25.00, desired=  0.62, ret=  0.71, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.20, L= 431.10, L_straight= 423.44, slack=  7.66, T_bat= 14.68, T_rov= 0.50, F_drag_cable=(-4.47,  17.10), Fy_cmd=-25.00, desired=  0.46, ret=  0.69, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.30, L= 431.17, L_straight= 423.49, slack=  7.67, T_bat= 14.65, T_rov= 0.50, F_drag_cable=(-4.47,  17.11), Fy_cmd=-25.00, desired=  0.36, ret=  0.65, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.40, L= 431.23, L_straight= 423.55, slack=  7.68, T_bat= 14.66, T_rov= 0.50, F_drag_cable=(-4.47,  17.11), Fy_cmd=-25.00, desired=  0.28, ret=  0.61, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.50, L= 431.29, L_straight= 423.60, slack=  7.69, T_bat= 14.81, T_rov= 0.50, F_drag_cable=(-4.48,  17.11), Fy_cmd=-25.00, desired=  0.22, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.60, L= 431.35, L_straight= 423.65, slack=  7.70, T_bat= 14.82, T_rov= 0.50, F_drag_cable=(-4.48,  17.11), Fy_cmd=-25.00, desired=  0.19, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.70, L= 431.40, L_straight= 423.70, slack=  7.70, T_bat= 14.85, T_rov= 0.50, F_drag_cable=(-4.48,  17.12), Fy_cmd=-25.00, desired=  0.16, ret=  0.50, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.80, L= 431.45, L_straight= 423.76, slack=  7.70, T_bat= 14.78, T_rov= 0.50, F_drag_cable=(-4.48,  17.12), Fy_cmd=-25.00, desired=  0.14, ret=  0.46, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 51.90, L= 431.50, L_straight= 423.81, slack=  7.69, T_bat= 14.78, T_rov= 0.50, F_drag_cable=(-4.48,  17.12), Fy_cmd=-25.00, desired=  0.13, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.00, L= 431.54, L_straight= 423.86, slack=  7.68, T_bat= 14.32, T_rov= 0.50, F_drag_cable=(-4.48,  17.12), Fy_cmd=-25.00, desired=  0.12, ret=  0.40, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.10, L= 431.58, L_straight= 423.91, slack=  7.67, T_bat= 14.38, T_rov= 0.50, F_drag_cable=(-4.48,  17.12), Fy_cmd=-25.00, desired=  0.11, ret=  0.37, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.20, L= 431.62, L_straight= 423.97, slack=  7.65, T_bat= 14.35, T_rov= 0.50, F_drag_cable=(-4.48,  17.13), Fy_cmd=-25.00, desired=  0.11, ret=  0.34, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.30, L= 431.65, L_straight= 424.02, slack=  7.64, T_bat= 14.45, T_rov= 0.50, F_drag_cable=(-4.48,  17.13), Fy_cmd=-25.00, desired=  0.11, ret=  0.32, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 52.40, L= 431.69, L_straight= 424.07, slack=  7.62, T_bat= 14.57, T_rov= 0.50, F_drag_cable=(-4.48,  17.13), Fy_cmd=-25.00, desired=  0.33, ret=  0.32, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 52.50, L= 431.72, L_straight= 424.12, slack=  7.59, T_bat= 14.75, T_rov= 0.50, F_drag_cable=(-4.48,  17.13), Fy_cmd=-25.00, desired=  0.48, ret=  0.34, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 52.60, L= 431.75, L_straight= 424.18, slack=  7.58, T_bat= 14.61, T_rov= 0.50, F_drag_cable=(-4.48,  17.13), Fy_cmd=-25.00, desired=  0.59, ret=  0.36, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 52.70, L= 431.79, L_straight= 424.23, slack=  7.56, T_bat= 14.52, T_rov= 0.50, F_drag_cable=(-4.48,  17.13), Fy_cmd=-25.00, desired=  0.67, ret=  0.39, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 52.80, L= 431.83, L_straight= 424.28, slack=  7.55, T_bat= 14.28, T_rov= 0.50, F_drag_cable=(-4.48,  17.13), Fy_cmd=-25.00, desired=  0.72, ret=  0.43, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 52.90, L= 431.87, L_straight= 424.33, slack=  7.54, T_bat= 14.59, T_rov= 0.50, F_drag_cable=(-4.48,  17.14), Fy_cmd=-25.00, desired=  0.76, ret=  0.46, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 53.00, L= 431.92, L_straight= 424.39, slack=  7.53, T_bat= 14.74, T_rov= 0.50, F_drag_cable=(-4.48,  17.14), Fy_cmd=-25.00, desired=  0.78, ret=  0.49, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 53.10, L= 431.97, L_straight= 424.44, slack=  7.53, T_bat= 14.71, T_rov= 0.50, F_drag_cable=(-4.48,  17.14), Fy_cmd=-25.00, desired=  0.80, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 53.20, L= 432.02, L_straight= 424.49, slack=  7.53, T_bat= 14.56, T_rov= 0.50, F_drag_cable=(-4.48,  17.14), Fy_cmd=-25.00, desired=  0.82, ret=  0.55, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 53.30, L= 432.07, L_straight= 424.54, slack=  7.53, T_bat= 14.57, T_rov= 0.50, F_drag_cable=(-4.48,  17.14), Fy_cmd=-25.00, desired=  0.83, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 53.40, L= 432.13, L_straight= 424.60, slack=  7.54, T_bat= 14.55, T_rov= 0.50, F_drag_cable=(-4.48,  17.15), Fy_cmd=-25.00, desired=  0.83, ret=  0.61, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 53.50, L= 432.19, L_straight= 424.65, slack=  7.54, T_bat= 14.44, T_rov= 0.50, F_drag_cable=(-4.48,  17.15), Fy_cmd=-25.00, desired=  0.84, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 53.60, L= 432.26, L_straight= 424.70, slack=  7.55, T_bat= 14.57, T_rov= 0.50, F_drag_cable=(-4.48,  17.15), Fy_cmd=-25.00, desired=  0.84, ret=  0.65, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 53.70, L= 432.32, L_straight= 424.75, slack=  7.57, T_bat= 14.67, T_rov= 0.50, F_drag_cable=(-4.49,  17.15), Fy_cmd=-25.00, desired=  0.84, ret=  0.67, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 53.80, L= 432.39, L_straight= 424.81, slack=  7.58, T_bat= 14.51, T_rov= 0.50, F_drag_cable=(-4.49,  17.16), Fy_cmd=-25.00, desired=  0.84, ret=  0.69, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 53.90, L= 432.46, L_straight= 424.86, slack=  7.60, T_bat= 14.49, T_rov= 0.50, F_drag_cable=(-4.49,  17.16), Fy_cmd=-25.00, desired=  0.84, ret=  0.70, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 54.00, L= 432.53, L_straight= 424.91, slack=  7.61, T_bat= 14.44, T_rov= 0.50, F_drag_cable=(-4.49,  17.16), Fy_cmd=-25.00, desired=  0.84, ret=  0.72, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 54.10, L= 432.60, L_straight= 424.96, slack=  7.63, T_bat= 14.60, T_rov= 0.50, F_drag_cable=(-4.49,  17.16), Fy_cmd=-25.00, desired=  0.84, ret=  0.73, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 54.20, L= 432.67, L_straight= 425.02, slack=  7.65, T_bat= 14.54, T_rov= 0.50, F_drag_cable=(-4.49,  17.17), Fy_cmd=-25.00, desired=  0.62, ret=  0.72, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.30, L= 432.74, L_straight= 425.07, slack=  7.67, T_bat= 14.62, T_rov= 0.50, F_drag_cable=(-4.49,  17.17), Fy_cmd=-25.00, desired=  0.46, ret=  0.69, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.40, L= 432.81, L_straight= 425.12, slack=  7.69, T_bat= 14.64, T_rov= 0.50, F_drag_cable=(-4.49,  17.17), Fy_cmd=-25.00, desired=  0.36, ret=  0.66, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.50, L= 432.88, L_straight= 425.17, slack=  7.70, T_bat= 14.83, T_rov= 0.50, F_drag_cable=(-4.49,  17.18), Fy_cmd=-25.00, desired=  0.28, ret=  0.62, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.60, L= 432.94, L_straight= 425.23, slack=  7.71, T_bat= 14.84, T_rov= 0.50, F_drag_cable=(-4.49,  17.18), Fy_cmd=-25.00, desired=  0.23, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.70, L= 433.00, L_straight= 425.28, slack=  7.72, T_bat= 14.78, T_rov= 0.50, F_drag_cable=(-4.49,  17.18), Fy_cmd=-25.00, desired=  0.19, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.80, L= 433.05, L_straight= 425.33, slack=  7.72, T_bat= 14.49, T_rov= 0.50, F_drag_cable=(-4.49,  17.18), Fy_cmd=-25.00, desired=  0.16, ret=  0.50, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 54.90, L= 433.10, L_straight= 425.39, slack=  7.72, T_bat= 14.55, T_rov= 0.50, F_drag_cable=(-4.49,  17.18), Fy_cmd=-25.00, desired=  0.14, ret=  0.47, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.00, L= 433.15, L_straight= 425.44, slack=  7.71, T_bat= 14.44, T_rov= 0.50, F_drag_cable=(-4.49,  17.19), Fy_cmd=-25.00, desired=  0.13, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.10, L= 433.19, L_straight= 425.49, slack=  7.70, T_bat= 14.72, T_rov= 0.50, F_drag_cable=(-4.49,  17.19), Fy_cmd=-25.00, desired=  0.12, ret=  0.40, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.20, L= 433.23, L_straight= 425.54, slack=  7.69, T_bat= 14.77, T_rov= 0.50, F_drag_cable=(-4.49,  17.19), Fy_cmd=-25.00, desired=  0.11, ret=  0.37, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.30, L= 433.27, L_straight= 425.60, slack=  7.67, T_bat= 14.82, T_rov= 0.50, F_drag_cable=(-4.50,  17.19), Fy_cmd=-25.00, desired=  0.11, ret=  0.35, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 55.40, L= 433.30, L_straight= 425.65, slack=  7.66, T_bat= 14.81, T_rov= 0.50, F_drag_cable=(-4.50,  17.19), Fy_cmd=-25.00, desired=  0.33, ret=  0.35, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 55.50, L= 433.34, L_straight= 425.70, slack=  7.64, T_bat= 14.69, T_rov= 0.50, F_drag_cable=(-4.50,  17.19), Fy_cmd=-25.00, desired=  0.49, ret=  0.36, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 55.60, L= 433.38, L_straight= 425.75, slack=  7.62, T_bat= 14.78, T_rov= 0.50, F_drag_cable=(-4.50,  17.20), Fy_cmd=-25.00, desired=  0.59, ret=  0.38, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 55.70, L= 433.41, L_straight= 425.81, slack=  7.61, T_bat= 14.56, T_rov= 0.50, F_drag_cable=(-4.50,  17.20), Fy_cmd=-25.00, desired=  0.67, ret=  0.41, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 55.80, L= 433.46, L_straight= 425.86, slack=  7.60, T_bat= 14.42, T_rov= 0.50, F_drag_cable=(-4.50,  17.20), Fy_cmd=-25.00, desired=  0.72, ret=  0.44, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 55.90, L= 433.50, L_straight= 425.91, slack=  7.59, T_bat= 14.59, T_rov= 0.50, F_drag_cable=(-4.50,  17.20), Fy_cmd=-25.00, desired=  0.76, ret=  0.48, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 56.00, L= 433.55, L_straight= 425.96, slack=  7.58, T_bat= 14.48, T_rov= 0.50, F_drag_cable=(-4.50,  17.20), Fy_cmd=-25.00, desired=  0.79, ret=  0.51, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 56.10, L= 433.60, L_straight= 426.02, slack=  7.58, T_bat= 14.73, T_rov= 0.50, F_drag_cable=(-4.50,  17.20), Fy_cmd=-25.00, desired=  0.80, ret=  0.54, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 56.20, L= 433.65, L_straight= 426.07, slack=  7.58, T_bat= 14.66, T_rov= 0.50, F_drag_cable=(-4.50,  17.21), Fy_cmd=-25.00, desired=  0.82, ret=  0.56, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 56.30, L= 433.71, L_straight= 426.12, slack=  7.59, T_bat= 14.54, T_rov= 0.50, F_drag_cable=(-4.50,  17.21), Fy_cmd=-25.00, desired=  0.83, ret=  0.59, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 56.40, L= 433.77, L_straight= 426.17, slack=  7.59, T_bat= 14.70, T_rov= 0.50, F_drag_cable=(-4.50,  17.21), Fy_cmd=-25.00, desired=  0.83, ret=  0.61, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 56.50, L= 433.83, L_straight= 426.23, slack=  7.60, T_bat= 14.71, T_rov= 0.50, F_drag_cable=(-4.50,  17.21), Fy_cmd=-25.00, desired=  0.84, ret=  0.64, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 56.60, L= 433.89, L_straight= 426.28, slack=  7.61, T_bat= 14.71, T_rov= 0.50, F_drag_cable=(-4.50,  17.22), Fy_cmd=-25.00, desired=  0.84, ret=  0.66, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 56.70, L= 433.96, L_straight= 426.33, slack=  7.63, T_bat= 14.82, T_rov= 0.50, F_drag_cable=(-4.50,  17.22), Fy_cmd=-25.00, desired=  0.84, ret=  0.68, exp=PILOT_DESC_MINPAY_ACC
[SCEN] t=56.80 scen=Fy crit=(y<-425:-50) T_bat=14.63798393777904 y=-425.05 x=33.69 L=434.02
IC_L_7: t= 56.80, L= 434.02, L_straight= 426.38, slack=  7.64, T_bat= 14.64, T_rov= 0.50, F_drag_cable=(-4.50,  17.22), Fy_cmd=-25.00, desired=  0.84, ret=  0.69, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 56.90, L= 434.09, L_straight= 426.44, slack=  7.66, T_bat= 14.72, T_rov= 0.50, F_drag_cable=(-4.50,  17.22), Fy_cmd=-50.00, desired=  0.86, ret=  0.71, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 57.00, L= 434.17, L_straight= 426.50, slack=  7.67, T_bat= 16.56, T_rov= 0.50, F_drag_cable=(-4.50,  23.36), Fy_cmd=-50.00, desired=  0.88, ret=  0.73, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 57.10, L= 434.24, L_straight= 426.56, slack=  7.68, T_bat= 18.63, T_rov= 0.50, F_drag_cable=(-4.51,  26.96), Fy_cmd=-50.00, desired=  0.92, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 57.20, L= 434.31, L_straight= 426.63, slack=  7.68, T_bat= 20.96, T_rov= 0.50, F_drag_cable=(-4.51,  28.74), Fy_cmd=-50.00, desired=  0.67, ret=  0.74, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.30, L= 434.39, L_straight= 426.70, slack=  7.69, T_bat= 22.53, T_rov= 0.50, F_drag_cable=(-4.51,  29.56), Fy_cmd=-50.00, desired=  0.50, ret=  0.71, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.40, L= 434.46, L_straight= 426.77, slack=  7.69, T_bat= 23.65, T_rov= 0.50, F_drag_cable=(-4.51,  29.91), Fy_cmd=-50.00, desired=  0.38, ret=  0.68, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.50, L= 434.53, L_straight= 426.84, slack=  7.69, T_bat= 24.27, T_rov= 0.50, F_drag_cable=(-4.51,  30.06), Fy_cmd=-50.00, desired=  0.30, ret=  0.64, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.60, L= 434.59, L_straight= 426.90, slack=  7.69, T_bat= 24.43, T_rov= 0.50, F_drag_cable=(-4.51,  30.13), Fy_cmd=-50.00, desired=  0.24, ret=  0.60, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 57.70, L= 434.65, L_straight= 426.97, slack=  7.68, T_bat= 24.26, T_rov= 0.50, F_drag_cable=(-4.51,  30.16), Fy_cmd=-50.00, desired=  0.53, ret=  0.59, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 57.80, L= 434.71, L_straight= 427.04, slack=  7.67, T_bat= 23.96, T_rov= 0.50, F_drag_cable=(-4.51,  30.18), Fy_cmd=-50.00, desired=  0.73, ret=  0.61, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 57.90, L= 434.77, L_straight= 427.11, slack=  7.66, T_bat= 24.42, T_rov= 0.50, F_drag_cable=(-4.51,  30.19), Fy_cmd=-50.00, desired=  0.88, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 58.00, L= 434.83, L_straight= 427.18, slack=  7.65, T_bat= 24.48, T_rov= 0.50, F_drag_cable=(-4.51,  30.19), Fy_cmd=-50.00, desired=  0.98, ret=  0.67, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 58.10, L= 434.90, L_straight= 427.25, slack=  7.65, T_bat= 24.38, T_rov= 0.50, F_drag_cable=(-4.51,  30.20), Fy_cmd=-50.00, desired=  1.05, ret=  0.71, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 58.20, L= 434.97, L_straight= 427.32, slack=  7.65, T_bat= 24.55, T_rov= 0.50, F_drag_cable=(-4.51,  30.20), Fy_cmd=-50.00, desired=  1.11, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 58.30, L= 435.05, L_straight= 427.39, slack=  7.66, T_bat= 24.53, T_rov= 0.50, F_drag_cable=(-4.51,  30.21), Fy_cmd=-50.00, desired=  1.14, ret=  0.79, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 58.40, L= 435.12, L_straight= 427.46, slack=  7.67, T_bat= 24.46, T_rov= 0.50, F_drag_cable=(-4.51,  30.21), Fy_cmd=-50.00, desired=  1.17, ret=  0.83, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 58.50, L= 435.21, L_straight= 427.52, slack=  7.68, T_bat= 24.34, T_rov= 0.50, F_drag_cable=(-4.51,  30.22), Fy_cmd=-50.00, desired=  1.19, ret=  0.86, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 58.60, L= 435.29, L_straight= 427.59, slack=  7.70, T_bat= 24.35, T_rov= 0.50, F_drag_cable=(-4.52,  30.23), Fy_cmd=-50.00, desired=  0.86, ret=  0.86, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.70, L= 435.38, L_straight= 427.66, slack=  7.72, T_bat= 24.28, T_rov= 0.50, F_drag_cable=(-4.52,  30.23), Fy_cmd=-50.00, desired=  0.63, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.80, L= 435.46, L_straight= 427.73, slack=  7.73, T_bat= 24.66, T_rov= 0.50, F_drag_cable=(-4.52,  30.24), Fy_cmd=-50.00, desired=  0.47, ret=  0.80, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 58.90, L= 435.54, L_straight= 427.80, slack=  7.74, T_bat= 24.56, T_rov= 0.50, F_drag_cable=(-4.52,  30.24), Fy_cmd=-50.00, desired=  0.36, ret=  0.76, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.00, L= 435.62, L_straight= 427.87, slack=  7.75, T_bat= 24.55, T_rov= 0.50, F_drag_cable=(-4.52,  30.25), Fy_cmd=-50.00, desired=  0.28, ret=  0.71, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.10, L= 435.69, L_straight= 427.94, slack=  7.75, T_bat= 24.50, T_rov= 0.50, F_drag_cable=(-4.52,  30.25), Fy_cmd=-50.00, desired=  0.23, ret=  0.66, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.20, L= 435.76, L_straight= 428.01, slack=  7.75, T_bat= 24.58, T_rov= 0.50, F_drag_cable=(-4.52,  30.26), Fy_cmd=-50.00, desired=  0.19, ret=  0.61, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.30, L= 435.82, L_straight= 428.08, slack=  7.74, T_bat= 24.85, T_rov= 0.50, F_drag_cable=(-4.52,  30.26), Fy_cmd=-50.00, desired=  0.16, ret=  0.57, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.40, L= 435.87, L_straight= 428.14, slack=  7.73, T_bat= 24.54, T_rov= 0.50, F_drag_cable=(-4.52,  30.27), Fy_cmd=-50.00, desired=  0.14, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.50, L= 435.93, L_straight= 428.21, slack=  7.71, T_bat= 24.42, T_rov= 0.50, F_drag_cable=(-4.52,  30.27), Fy_cmd=-50.00, desired=  0.13, ret=  0.49, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 59.60, L= 435.98, L_straight= 428.28, slack=  7.69, T_bat= 24.57, T_rov= 0.50, F_drag_cable=(-4.52,  30.27), Fy_cmd=-50.00, desired=  0.46, ret=  0.48, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 59.70, L= 436.02, L_straight= 428.35, slack=  7.67, T_bat= 24.51, T_rov= 0.50, F_drag_cable=(-4.52,  30.28), Fy_cmd=-50.00, desired=  0.69, ret=  0.51, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 59.80, L= 436.08, L_straight= 428.42, slack=  7.66, T_bat= 24.54, T_rov= 0.50, F_drag_cable=(-4.52,  30.28), Fy_cmd=-50.00, desired=  0.86, ret=  0.54, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 59.90, L= 436.13, L_straight= 428.49, slack=  7.64, T_bat= 24.47, T_rov= 0.50, F_drag_cable=(-4.52,  30.28), Fy_cmd=-50.00, desired=  0.97, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 60.00, L= 436.19, L_straight= 428.56, slack=  7.63, T_bat= 24.71, T_rov= 0.50, F_drag_cable=(-4.52,  30.29), Fy_cmd=-50.00, desired=  1.05, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 60.10, L= 436.25, L_straight= 428.63, slack=  7.62, T_bat= 24.44, T_rov= 0.50, F_drag_cable=(-4.53,  30.29), Fy_cmd=-50.00, desired=  1.10, ret=  0.68, exp=PILOT_DESC_MINPAY_ACC
