IC_L_7: t= 0.10, L= 453.00, L_straight= 451.00, slack=  2.00, T_bat= 1.65, Fy= 0.04, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 276.90, L= 568.83, L_straight= 558.85, slack=  9.97, T_bat= 0.05, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.00, L= 568.86, L_straight= 558.89, slack=  9.97, T_bat= 22.14, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.10, L= 568.89, L_straight= 558.92, slack=  9.97, T_bat= 0.05, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.20, L= 568.93, L_straight= 558.95, slack=  9.97, T_bat= 22.14, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.30, L= 568.96, L_straight= 558.98, slack=  9.97, T_bat= 0.04, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.40, L= 568.99, L_straight= 559.02, slack=  9.97, T_bat= 22.15, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.50, L= 569.02, L_straight= 559.05, slack=  9.97, T_bat= 0.04, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.60, L= 569.06, L_straight= 559.08, slack=  9.98, T_bat= 22.15, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.70, L= 569.09, L_straight= 559.11, slack=  9.98, T_bat= 0.04, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.80, L= 569.12, L_straight= 559.15, slack=  9.98, T_bat= 22.16, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 277.90, L= 569.16, L_straight= 559.18, slack=  9.98, T_bat= 0.04, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.00, L= 569.19, L_straight= 559.21, slack=  9.98, T_bat= 22.16, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.10, L= 569.22, L_straight= 559.24, slack=  9.98, T_bat= 0.03, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.20, L= 569.25, L_straight= 559.28, slack=  9.98, T_bat= 22.17, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.30, L= 569.29, L_straight= 559.31, slack=  9.98, T_bat= 0.03, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.40, L= 569.32, L_straight= 559.34, slack=  9.98, T_bat= 22.17, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.50, L= 569.35, L_straight= 559.37, slack=  9.98, T_bat= 0.03, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.60, L= 569.39, L_straight= 559.41, slack=  9.98, T_bat= 22.18, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.70, L= 569.42, L_straight= 559.44, slack=  9.98, T_bat= 0.02, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.80, L= 569.45, L_straight= 559.47, slack=  9.98, T_bat= 22.19, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 278.90, L= 569.49, L_straight= 559.50, slack=  9.98, T_bat= 0.02, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.00, L= 569.52, L_straight= 559.53, slack=  9.98, T_bat= 22.19, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.10, L= 569.55, L_straight= 559.57, slack=  9.98, T_bat= 0.02, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.20, L= 569.58, L_straight= 559.60, slack=  9.98, T_bat= 22.20, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.30, L= 569.62, L_straight= 559.63, slack=  9.99, T_bat= 0.01, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.40, L= 569.65, L_straight= 559.66, slack=  9.99, T_bat= 22.20, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.50, L= 569.68, L_straight= 559.70, slack=  9.99, T_bat= 0.01, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.60, L= 569.72, L_straight= 559.73, slack=  9.99, T_bat= 22.21, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.70, L= 569.75, L_straight= 559.76, slack=  9.99, T_bat= 0.01, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.80, L= 569.78, L_straight= 559.79, slack=  9.99, T_bat= 22.21, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 279.90, L= 569.81, L_straight= 559.83, slack=  9.99, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.00, L= 569.85, L_straight= 559.86, slack=  9.99, T_bat= 22.22, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.10, L= 569.88, L_straight= 559.89, slack=  9.99, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.20, L= 569.91, L_straight= 559.92, slack=  9.99, T_bat= 22.23, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.30, L= 569.95, L_straight= 559.96, slack=  9.99, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.40, L= 569.98, L_straight= 559.99, slack=  9.99, T_bat= 22.23, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.50, L= 570.01, L_straight= 560.02, slack=  9.99, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.60, L= 570.05, L_straight= 560.05, slack=  9.99, T_bat= 22.23, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.70, L= 570.08, L_straight= 560.09, slack=  9.99, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.80, L= 570.11, L_straight= 560.12, slack=  9.99, T_bat= 22.23, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 280.90, L= 570.14, L_straight= 560.15, slack=  9.99, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.00, L= 570.18, L_straight= 560.18, slack= 10.00, T_bat= 22.24, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.10, L= 570.21, L_straight= 560.21, slack= 10.00, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.20, L= 570.24, L_straight= 560.25, slack= 10.00, T_bat= 22.24, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.30, L= 570.28, L_straight= 560.28, slack= 10.00, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.40, L= 570.31, L_straight= 560.31, slack= 10.00, T_bat= 22.24, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.50, L= 570.34, L_straight= 560.34, slack= 10.00, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.60, L= 570.37, L_straight= 560.38, slack= 10.00, T_bat= 22.24, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.70, L= 570.41, L_straight= 560.41, slack= 10.00, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.80, L= 570.44, L_straight= 560.44, slack= 10.00, T_bat= 22.25, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 281.90, L= 570.47, L_straight= 560.47, slack= 10.00, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.00, L= 570.51, L_straight= 560.51, slack= 10.00, T_bat= 22.25, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.10, L= 570.54, L_straight= 560.54, slack= 10.00, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.20, L= 570.57, L_straight= 560.57, slack= 10.00, T_bat= 22.25, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.30, L= 570.61, L_straight= 560.60, slack= 10.00, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.40, L= 570.64, L_straight= 560.64, slack= 10.00, T_bat= 22.25, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.50, L= 570.67, L_straight= 560.67, slack= 10.00, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.60, L= 570.70, L_straight= 560.70, slack= 10.00, T_bat= 22.26, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.70, L= 570.74, L_straight= 560.73, slack= 10.00, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.80, L= 570.77, L_straight= 560.76, slack= 10.01, T_bat= 22.26, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 282.90, L= 570.80, L_straight= 560.80, slack= 10.01, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.00, L= 570.84, L_straight= 560.83, slack= 10.01, T_bat= 22.26, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.10, L= 570.87, L_straight= 560.86, slack= 10.01, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.20, L= 570.90, L_straight= 560.89, slack= 10.01, T_bat= 22.27, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.30, L= 570.93, L_straight= 560.93, slack= 10.01, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.40, L= 570.97, L_straight= 560.96, slack= 10.01, T_bat= 22.27, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.50, L= 571.00, L_straight= 560.99, slack= 10.01, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.60, L= 571.03, L_straight= 561.02, slack= 10.01, T_bat= 22.27, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.70, L= 571.07, L_straight= 561.06, slack= 10.01, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.80, L= 571.10, L_straight= 561.09, slack= 10.01, T_bat= 22.27, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 283.90, L= 571.13, L_straight= 561.12, slack= 10.01, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.00, L= 571.17, L_straight= 561.15, slack= 10.01, T_bat= 22.28, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.10, L= 571.20, L_straight= 561.19, slack= 10.01, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.20, L= 571.23, L_straight= 561.22, slack= 10.01, T_bat= 22.28, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.30, L= 571.26, L_straight= 561.25, slack= 10.01, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.40, L= 571.30, L_straight= 561.28, slack= 10.01, T_bat= 22.28, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.50, L= 571.33, L_straight= 561.32, slack= 10.02, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.60, L= 571.36, L_straight= 561.35, slack= 10.02, T_bat= 22.28, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.70, L= 571.40, L_straight= 561.38, slack= 10.02, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.80, L= 571.43, L_straight= 561.41, slack= 10.02, T_bat= 22.29, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 284.90, L= 571.46, L_straight= 561.44, slack= 10.02, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.00, L= 571.49, L_straight= 561.48, slack= 10.02, T_bat= 22.29, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.10, L= 571.53, L_straight= 561.51, slack= 10.02, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.20, L= 571.56, L_straight= 561.54, slack= 10.02, T_bat= 22.29, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.30, L= 571.59, L_straight= 561.57, slack= 10.02, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.40, L= 571.63, L_straight= 561.61, slack= 10.02, T_bat= 22.29, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.50, L= 571.66, L_straight= 561.64, slack= 10.02, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.60, L= 571.69, L_straight= 561.67, slack= 10.02, T_bat= 22.30, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.70, L= 571.73, L_straight= 561.70, slack= 10.02, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.80, L= 571.76, L_straight= 561.74, slack= 10.02, T_bat= 22.30, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 285.90, L= 571.79, L_straight= 561.77, slack= 10.02, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.00, L= 571.82, L_straight= 561.80, slack= 10.02, T_bat= 22.30, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.10, L= 571.86, L_straight= 561.83, slack= 10.02, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.20, L= 571.89, L_straight= 561.87, slack= 10.02, T_bat= 22.30, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.30, L= 571.92, L_straight= 561.90, slack= 10.03, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.40, L= 571.96, L_straight= 561.93, slack= 10.03, T_bat= 22.31, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.50, L= 571.99, L_straight= 561.96, slack= 10.03, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.60, L= 572.02, L_straight= 562.00, slack= 10.03, T_bat= 22.31, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.70, L= 572.06, L_straight= 562.03, slack= 10.03, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.80, L= 572.09, L_straight= 562.06, slack= 10.03, T_bat= 22.31, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 286.90, L= 572.12, L_straight= 562.09, slack= 10.03, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.00, L= 572.15, L_straight= 562.12, slack= 10.03, T_bat= 22.31, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.10, L= 572.19, L_straight= 562.16, slack= 10.03, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.20, L= 572.22, L_straight= 562.19, slack= 10.03, T_bat= 22.32, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.30, L= 572.25, L_straight= 562.22, slack= 10.03, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.40, L= 572.29, L_straight= 562.25, slack= 10.03, T_bat= 22.32, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.50, L= 572.32, L_straight= 562.29, slack= 10.03, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.60, L= 572.35, L_straight= 562.32, slack= 10.03, T_bat= 22.32, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.70, L= 572.38, L_straight= 562.35, slack= 10.03, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.80, L= 572.42, L_straight= 562.38, slack= 10.03, T_bat= 22.32, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 287.90, L= 572.45, L_straight= 562.42, slack= 10.03, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.00, L= 572.48, L_straight= 562.45, slack= 10.04, T_bat= 22.33, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.10, L= 572.52, L_straight= 562.48, slack= 10.04, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.20, L= 572.55, L_straight= 562.51, slack= 10.04, T_bat= 22.33, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.30, L= 572.58, L_straight= 562.55, slack= 10.04, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.40, L= 572.62, L_straight= 562.58, slack= 10.04, T_bat= 22.33, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.50, L= 572.65, L_straight= 562.61, slack= 10.04, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.60, L= 572.68, L_straight= 562.64, slack= 10.04, T_bat= 22.33, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.70, L= 572.71, L_straight= 562.67, slack= 10.04, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.80, L= 572.75, L_straight= 562.71, slack= 10.04, T_bat= 22.34, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 288.90, L= 572.78, L_straight= 562.74, slack= 10.04, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 289.00, L= 572.81, L_straight= 562.77, slack= 10.04, T_bat= 22.34, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 289.10, L= 572.85, L_straight= 562.80, slack= 10.04, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 289.20, L= 572.88, L_straight= 562.84, slack= 10.04, T_bat= 22.34, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 289.30, L= 572.91, L_straight= 562.87, slack= 10.04, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 289.40, L= 572.94, L_straight= 562.90, slack= 10.04, T_bat= 22.34, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 289.50, L= 572.98, L_straight= 562.93, slack= 10.04, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 289.60, L= 573.01, L_straight= 562.97, slack= 10.04, T_bat= 22.35, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 289.70, L= 573.04, L_straight= 563.00, slack= 10.04, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 289.80, L= 573.08, L_straight= 563.03, slack= 10.05, T_bat= 22.35, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 289.90, L= 573.11, L_straight= 563.06, slack= 10.05, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 290.00, L= 573.14, L_straight= 563.10, slack= 10.05, T_bat= 22.35, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 290.10, L= 573.18, L_straight= 563.13, slack= 10.05, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 290.20, L= 573.21, L_straight= 563.16, slack= 10.05, T_bat= 22.35, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 290.30, L= 573.24, L_straight= 563.19, slack= 10.05, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 290.40, L= 573.27, L_straight= 563.23, slack= 10.05, T_bat= 22.36, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 290.50, L= 573.31, L_straight= 563.26, slack= 10.05, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 290.60, L= 573.34, L_straight= 563.29, slack= 10.05, T_bat= 22.36, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 290.70, L= 573.37, L_straight= 563.32, slack= 10.05, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 290.80, L= 573.41, L_straight= 563.35, slack= 10.05, T_bat= 22.36, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
