IC_L_7: t= 0.10, L= 403.00, L_straight= 401.12, slack=  1.88, T_bat= 0.01, T_rov= 0.26, F_drag_cable=( 0.00,  0.05), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 146.10, L= 503.72, L_straight= 494.96, slack=  8.75, T_bat= 39.95, T_rov= 0.50, F_drag_cable=(-5.22,  49.97), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 146.20, L= 503.80, L_straight= 495.05, slack=  8.76, T_bat= 40.04, T_rov= 0.50, F_drag_cable=(-5.22,  49.98), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 146.30, L= 503.89, L_straight= 495.13, slack=  8.76, T_bat= 39.65, T_rov= 0.50, F_drag_cable=(-5.22,  49.99), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 146.40, L= 503.97, L_straight= 495.21, slack=  8.76, T_bat= 39.64, T_rov= 0.50, F_drag_cable=(-5.22,  49.99), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 146.50, L= 504.05, L_straight= 495.29, slack=  8.76, T_bat= 40.15, T_rov= 0.50, F_drag_cable=(-5.22,  50.00), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 146.60, L= 504.14, L_straight= 495.38, slack=  8.76, T_bat= 40.07, T_rov= 0.50, F_drag_cable=(-5.22,  50.01), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 146.70, L= 504.22, L_straight= 495.46, slack=  8.76, T_bat= 40.17, T_rov= 0.50, F_drag_cable=(-5.22,  50.02), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 146.80, L= 504.31, L_straight= 495.54, slack=  8.76, T_bat= 40.49, T_rov= 0.50, F_drag_cable=(-5.22,  50.03), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 146.90, L= 504.39, L_straight= 495.63, slack=  8.77, T_bat= 40.51, T_rov= 0.50, F_drag_cable=(-5.22,  50.04), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 147.00, L= 504.47, L_straight= 495.71, slack=  8.77, T_bat= 40.59, T_rov= 0.50, F_drag_cable=(-5.22,  50.04), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 147.10, L= 504.56, L_straight= 495.79, slack=  8.77, T_bat= 39.95, T_rov= 0.50, F_drag_cable=(-5.22,  50.05), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 147.20, L= 504.64, L_straight= 495.87, slack=  8.77, T_bat= 39.61, T_rov= 0.50, F_drag_cable=(-5.23,  50.06), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 147.30, L= 504.73, L_straight= 495.96, slack=  8.77, T_bat= 39.93, T_rov= 0.50, F_drag_cable=(-5.23,  50.07), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 147.40, L= 504.81, L_straight= 496.04, slack=  8.77, T_bat= 39.92, T_rov= 0.50, F_drag_cable=(-5.23,  50.08), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 147.50, L= 504.90, L_straight= 496.12, slack=  8.77, T_bat= 40.44, T_rov= 0.50, F_drag_cable=(-5.23,  50.09), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 147.60, L= 504.98, L_straight= 496.20, slack=  8.78, T_bat= 40.12, T_rov= 0.50, F_drag_cable=(-5.23,  50.09), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 147.70, L= 505.06, L_straight= 496.29, slack=  8.78, T_bat= 40.01, T_rov= 0.50, F_drag_cable=(-5.23,  50.10), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 147.80, L= 505.15, L_straight= 496.37, slack=  8.78, T_bat= 39.38, T_rov= 0.50, F_drag_cable=(-5.23,  50.11), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 147.90, L= 505.23, L_straight= 496.45, slack=  8.78, T_bat= 40.21, T_rov= 0.50, F_drag_cable=(-5.23,  50.12), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 148.00, L= 505.32, L_straight= 496.53, slack=  8.78, T_bat= 40.03, T_rov= 0.50, F_drag_cable=(-5.23,  50.13), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 148.10, L= 505.40, L_straight= 496.62, slack=  8.78, T_bat= 40.34, T_rov= 0.50, F_drag_cable=(-5.23,  50.14), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 148.20, L= 505.48, L_straight= 496.70, slack=  8.78, T_bat= 40.40, T_rov= 0.50, F_drag_cable=(-5.23,  50.14), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 148.30, L= 505.57, L_straight= 496.78, slack=  8.79, T_bat= 40.33, T_rov= 0.50, F_drag_cable=(-5.23,  50.15), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 148.40, L= 505.65, L_straight= 496.86, slack=  8.79, T_bat= 40.38, T_rov= 0.50, F_drag_cable=(-5.24,  50.16), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 148.50, L= 505.74, L_straight= 496.95, slack=  8.79, T_bat= 40.30, T_rov= 0.50, F_drag_cable=(-5.24,  50.17), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 148.60, L= 505.82, L_straight= 497.03, slack=  8.79, T_bat= 40.24, T_rov= 0.50, F_drag_cable=(-5.24,  50.18), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 148.70, L= 505.90, L_straight= 497.11, slack=  8.79, T_bat= 40.35, T_rov= 0.50, F_drag_cable=(-5.24,  50.19), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 148.80, L= 505.99, L_straight= 497.19, slack=  8.79, T_bat= 40.46, T_rov= 0.50, F_drag_cable=(-5.24,  50.19), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 148.90, L= 506.07, L_straight= 497.28, slack=  8.79, T_bat= 40.51, T_rov= 0.50, F_drag_cable=(-5.24,  50.20), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 149.00, L= 506.16, L_straight= 497.36, slack=  8.80, T_bat= 40.38, T_rov= 0.50, F_drag_cable=(-5.24,  50.21), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 149.10, L= 506.24, L_straight= 497.44, slack=  8.80, T_bat= 40.25, T_rov= 0.50, F_drag_cable=(-5.24,  50.22), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 149.20, L= 506.32, L_straight= 497.52, slack=  8.80, T_bat= 40.29, T_rov= 0.50, F_drag_cable=(-5.24,  50.23), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 149.30, L= 506.41, L_straight= 497.61, slack=  8.80, T_bat= 40.35, T_rov= 0.50, F_drag_cable=(-5.24,  50.24), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 149.40, L= 506.49, L_straight= 497.69, slack=  8.80, T_bat= 40.37, T_rov= 0.50, F_drag_cable=(-5.24,  50.24), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 149.50, L= 506.58, L_straight= 497.77, slack=  8.80, T_bat= 40.15, T_rov= 0.50, F_drag_cable=(-5.25,  50.25), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 149.60, L= 506.66, L_straight= 497.85, slack=  8.81, T_bat= 40.13, T_rov= 0.50, F_drag_cable=(-5.25,  50.26), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 149.70, L= 506.74, L_straight= 497.94, slack=  8.81, T_bat= 40.40, T_rov= 0.50, F_drag_cable=(-5.25,  50.27), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 149.80, L= 506.83, L_straight= 498.02, slack=  8.81, T_bat= 40.16, T_rov= 0.50, F_drag_cable=(-5.25,  50.28), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 149.90, L= 506.91, L_straight= 498.10, slack=  8.81, T_bat= 39.92, T_rov= 0.50, F_drag_cable=(-5.25,  50.29), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 150.00, L= 507.00, L_straight= 498.19, slack=  8.81, T_bat= 40.31, T_rov= 0.50, F_drag_cable=(-5.25,  50.29), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 150.10, L= 507.08, L_straight= 498.27, slack=  8.81, T_bat= 39.96, T_rov= 0.50, F_drag_cable=(-5.25,  50.30), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 150.20, L= 507.16, L_straight= 498.35, slack=  8.81, T_bat= 39.52, T_rov= 0.50, F_drag_cable=(-5.25,  50.31), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
[SCEN] t=150.30 scen=Fy crit=(y<-495:0) T_bat=39.61806125276968 y=-495.06 x=57.91 L=507.25
IC_L_7: t= 150.30, L= 507.25, L_straight= 498.43, slack=  8.82, T_bat= 39.62, T_rov= 0.50, F_drag_cable=(-5.25,  50.32), Fy_cmd=-75.00, desired=  0.84, ret=  0.84, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
[SCEN] t=150.40 scen=Fy crit=(:e1) T_bat=39.88905973492232 y=-495.14 x=57.94 L=507.33
IC_L_7: t= 150.40, L= 507.33, L_straight= 498.52, slack=  8.82, T_bat= 39.89, T_rov= 0.50, F_drag_cable=(-5.25,  50.33), Fy_cmd=  0.00, desired=  0.78, ret=  0.83, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
[SCEN] t=150.50 scen=Fy crit=(:0) T_bat=33.56159999297265 y=-495.19 x=57.96 L=507.42
IC_L_7: t= 150.50, L= 507.42, L_straight= 498.57, slack=  8.84, T_bat= 33.56, T_rov= 0.50, F_drag_cable=(-5.25,  23.83), Fy_cmd=  0.00, desired=  0.72, ret=  0.82, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 150.60, L= 507.50, L_straight= 498.62, slack=  8.88, T_bat= 31.58, T_rov= 0.50, F_drag_cable=(-5.25,  15.71), Fy_cmd=  0.00, desired=  0.66, ret=  0.81, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 150.70, L= 507.58, L_straight= 498.66, slack=  8.92, T_bat= 29.51, T_rov= 0.50, F_drag_cable=(-5.26,  11.85), Fy_cmd=  0.00, desired=  0.60, ret=  0.79, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 150.80, L= 507.66, L_straight= 498.70, slack=  8.96, T_bat= 27.49, T_rov= 0.50, F_drag_cable=(-5.26,  9.67), Fy_cmd=  0.00, desired=  0.54, ret=  0.76, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 150.90, L= 507.73, L_straight= 498.74, slack=  9.00, T_bat= 25.56, T_rov= 0.50, F_drag_cable=(-5.26,  8.31), Fy_cmd=  0.00, desired=  0.48, ret=  0.73, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 151.00, L= 507.81, L_straight= 498.77, slack=  9.04, T_bat= 23.76, T_rov= 0.50, F_drag_cable=(-5.26,  7.42), Fy_cmd=  0.00, desired=  0.42, ret=  0.70, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 151.10, L= 507.88, L_straight= 498.80, slack=  9.08, T_bat= 22.11, T_rov= 0.50, F_drag_cable=(-5.26,  6.80), Fy_cmd=  0.00, desired=  0.36, ret=  0.67, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 151.20, L= 507.94, L_straight= 498.83, slack=  9.11, T_bat= 20.57, T_rov= 0.50, F_drag_cable=(-5.26,  6.36), Fy_cmd=  0.00, desired=  0.30, ret=  0.63, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 151.30, L= 508.01, L_straight= 498.86, slack=  9.14, T_bat= 19.17, T_rov= 0.50, F_drag_cable=(-5.26,  6.04), Fy_cmd=  0.00, desired=  0.24, ret=  0.59, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 151.40, L= 508.07, L_straight= 498.89, slack=  9.17, T_bat= 17.88, T_rov= 0.50, F_drag_cable=(-5.26,  5.80), Fy_cmd=  0.00, desired=  0.18, ret=  0.55, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 151.50, L= 508.12, L_straight= 498.92, slack=  9.20, T_bat= 16.71, T_rov= 0.50, F_drag_cable=(-5.26,  5.62), Fy_cmd=  0.00, desired=  0.12, ret=  0.51, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 151.60, L= 508.17, L_straight= 498.95, slack=  9.22, T_bat= 15.65, T_rov= 0.50, F_drag_cable=(-5.26,  5.49), Fy_cmd=  0.00, desired=  0.06, ret=  0.46, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 151.70, L= 508.22, L_straight= 498.98, slack=  9.24, T_bat= 14.69, T_rov= 0.50, F_drag_cable=(-5.26,  5.39), Fy_cmd=  0.00, desired=  0.00, ret=  0.42, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 151.80, L= 508.26, L_straight= 499.01, slack=  9.25, T_bat= 13.81, T_rov= 0.50, F_drag_cable=(-5.26,  5.31), Fy_cmd=  0.00, desired= -0.06, ret=  0.37, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 151.90, L= 508.30, L_straight= 499.04, slack=  9.26, T_bat= 13.01, T_rov= 0.50, F_drag_cable=(-5.26,  5.25), Fy_cmd=  0.00, desired= -0.12, ret=  0.32, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 152.00, L= 508.33, L_straight= 499.07, slack=  9.26, T_bat= 12.30, T_rov= 0.50, F_drag_cable=(-5.26,  5.20), Fy_cmd=  0.00, desired= -0.18, ret=  0.27, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 152.10, L= 508.36, L_straight= 499.10, slack=  9.26, T_bat= 11.66, T_rov= 0.50, F_drag_cable=(-5.26,  5.17), Fy_cmd=  0.00, desired= -0.24, ret=  0.22, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 152.20, L= 508.38, L_straight= 499.12, slack=  9.25, T_bat= 11.06, T_rov= 0.50, F_drag_cable=(-5.26,  5.14), Fy_cmd=  0.00, desired= -0.30, ret=  0.17, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 152.30, L= 508.40, L_straight= 499.15, slack=  9.24, T_bat= 9.27, T_rov= 0.50, F_drag_cable=(-5.26,  5.12), Fy_cmd=  0.00, desired= -0.36, ret=  0.12, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 152.40, L= 508.41, L_straight= 499.18, slack=  9.23, T_bat= 7.76, T_rov= 0.50, F_drag_cable=(-5.26,  5.10), Fy_cmd=  0.00, desired= -0.42, ret=  0.07, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 152.50, L= 508.41, L_straight= 499.21, slack=  9.21, T_bat= 6.77, T_rov= 0.50, F_drag_cable=(-5.26,  5.09), Fy_cmd=  0.00, desired= -0.45, ret=  0.02, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 152.60, L= 508.42, L_straight= 499.24, slack=  9.18, T_bat= 6.29, T_rov= 0.50, F_drag_cable=(-5.26,  5.08), Fy_cmd=  0.00, desired= -0.46, ret= -0.03, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 152.70, L= 508.41, L_straight= 499.27, slack=  9.15, T_bat= 6.01, T_rov= 0.50, F_drag_cable=(-5.26,  5.07), Fy_cmd=  0.00, desired= -0.48, ret= -0.07, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 152.80, L= 508.41, L_straight= 499.29, slack=  9.11, T_bat= 5.92, T_rov= 0.50, F_drag_cable=(-5.26,  5.06), Fy_cmd=  0.00, desired= -0.49, ret= -0.11, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 152.90, L= 508.40, L_straight= 499.32, slack=  9.07, T_bat= 5.83, T_rov= 0.50, F_drag_cable=(-5.26,  5.06), Fy_cmd=  0.00, desired= -0.51, ret= -0.15, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 153.00, L= 508.38, L_straight= 499.35, slack=  9.03, T_bat= 5.79, T_rov= 0.50, F_drag_cable=(-5.26,  5.05), Fy_cmd=  0.00, desired= -0.53, ret= -0.19, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 153.10, L= 508.36, L_straight= 499.38, slack=  8.98, T_bat= 5.73, T_rov= 0.50, F_drag_cable=(-5.26,  5.05), Fy_cmd=  0.00, desired= -0.55, ret= -0.23, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 153.20, L= 508.34, L_straight= 499.41, slack=  8.93, T_bat= 5.70, T_rov= 0.50, F_drag_cable=(-5.26,  5.05), Fy_cmd=  0.00, desired= -0.58, ret= -0.26, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 153.30, L= 508.31, L_straight= 499.44, slack=  8.88, T_bat= 5.67, T_rov= 0.50, F_drag_cable=(-5.26,  5.05), Fy_cmd=  0.00, desired= -0.60, ret= -0.30, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 153.40, L= 508.28, L_straight= 499.46, slack=  8.82, T_bat= 5.67, T_rov= 0.50, F_drag_cable=(-5.26,  5.05), Fy_cmd=  0.00, desired= -0.63, ret= -0.33, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 153.50, L= 508.25, L_straight= 499.49, slack=  8.76, T_bat= 5.67, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -0.66, ret= -0.36, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 153.60, L= 508.21, L_straight= 499.52, slack=  8.69, T_bat= 5.74, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -0.68, ret= -0.39, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 153.70, L= 508.17, L_straight= 499.55, slack=  8.62, T_bat= 5.72, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -0.72, ret= -0.43, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 153.80, L= 508.13, L_straight= 499.58, slack=  8.55, T_bat= 5.74, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -0.75, ret= -0.46, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 153.90, L= 508.08, L_straight= 499.60, slack=  8.48, T_bat= 5.80, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -0.78, ret= -0.49, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 154.00, L= 508.04, L_straight= 499.63, slack=  8.40, T_bat= 5.81, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -0.82, ret= -0.52, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 154.10, L= 507.98, L_straight= 499.66, slack=  8.32, T_bat= 5.85, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -0.85, ret= -0.56, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 154.20, L= 507.93, L_straight= 499.69, slack=  8.24, T_bat= 5.82, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -0.89, ret= -0.59, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 154.30, L= 507.87, L_straight= 499.72, slack=  8.15, T_bat= 5.78, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -0.93, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 154.40, L= 507.81, L_straight= 499.75, slack=  8.06, T_bat= 5.79, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -0.97, ret= -0.66, exp=PILOT_ASC_REMOVE_SLACK_SLACK_CAP_ACC
IC_L_7: t= 154.50, L= 507.74, L_straight= 499.77, slack=  7.97, T_bat= 5.78, T_rov= 0.50, F_drag_cable=(-5.26,  5.04), Fy_cmd=  0.00, desired= -1.00, ret= -0.69, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 154.60, L= 507.67, L_straight= 499.80, slack=  7.87, T_bat= 5.77, T_rov= 0.50, F_drag_cable=(-5.26,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.72, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 154.70, L= 507.60, L_straight= 499.83, slack=  7.77, T_bat= 5.72, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.75, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 154.80, L= 507.52, L_straight= 499.86, slack=  7.66, T_bat= 5.74, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.78, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 154.90, L= 507.45, L_straight= 499.89, slack=  7.56, T_bat= 5.75, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.80, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 155.00, L= 507.37, L_straight= 499.91, slack=  7.45, T_bat= 5.83, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.82, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 155.10, L= 507.28, L_straight= 499.94, slack=  7.34, T_bat= 5.85, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.84, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 155.20, L= 507.20, L_straight= 499.97, slack=  7.23, T_bat= 5.88, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.85, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 155.30, L= 507.11, L_straight= 500.00, slack=  7.12, T_bat= 5.90, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.87, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 155.40, L= 507.03, L_straight= 500.03, slack=  7.00, T_bat= 5.91, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.88, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 155.50, L= 506.94, L_straight= 500.06, slack=  6.88, T_bat= 5.92, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.89, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 155.60, L= 506.85, L_straight= 500.08, slack=  6.77, T_bat= 5.93, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.90, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 155.70, L= 506.76, L_straight= 500.11, slack=  6.65, T_bat= 5.92, T_rov= 0.50, F_drag_cable=(-5.25,  5.03), Fy_cmd=  0.00, desired= -1.00, ret= -0.91, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 155.80, L= 506.67, L_straight= 500.14, slack=  6.53, T_bat= 5.91, T_rov= 0.50, F_drag_cable=(-5.24,  5.02), Fy_cmd=  0.00, desired= -1.00, ret= -0.92, exp=PILOT_ASC_REMOVE_SLACK_ACC
