[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-500.00 x=0.00 L=500.00
IC_L_7: t= 0.10, L= 500.00, L_straight= 500.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 10.30, L= 506.01, L_straight= 502.11, slack=  3.90, T_bat= 15.39, T_rov= 0.50, F_drag_cable=( 0.00,  16.12), Fy_cmd=-30.00, desired=  0.74, ret=  0.73, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 10.40, L= 506.08, L_straight= 502.15, slack=  3.93, T_bat= 15.51, T_rov= 0.50, F_drag_cable=( 0.00,  16.26), Fy_cmd=-30.00, desired=  0.74, ret=  0.73, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 10.50, L= 506.15, L_straight= 502.19, slack=  3.96, T_bat= 15.60, T_rov= 0.50, F_drag_cable=( 0.00,  16.36), Fy_cmd=-30.00, desired=  0.75, ret=  0.73, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 10.60, L= 506.23, L_straight= 502.23, slack=  4.00, T_bat= 15.65, T_rov= 0.50, F_drag_cable=( 0.00,  16.43), Fy_cmd=-30.00, desired=  0.75, ret=  0.74, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 10.70, L= 506.30, L_straight= 502.27, slack=  4.03, T_bat= 15.69, T_rov= 0.50, F_drag_cable=( 0.00,  16.49), Fy_cmd=-30.00, desired=  0.75, ret=  0.74, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 10.80, L= 506.37, L_straight= 502.31, slack=  4.07, T_bat= 15.72, T_rov= 0.50, F_drag_cable=( 0.00,  16.53), Fy_cmd=-30.00, desired=  0.75, ret=  0.74, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 10.90, L= 506.45, L_straight= 502.35, slack=  4.10, T_bat= 15.73, T_rov= 0.50, F_drag_cable=( 0.00,  16.55), Fy_cmd=-30.00, desired=  0.75, ret=  0.74, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.00, L= 506.52, L_straight= 502.39, slack=  4.13, T_bat= 15.74, T_rov= 0.50, F_drag_cable=( 0.00,  16.57), Fy_cmd=-30.00, desired=  0.75, ret=  0.74, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.10, L= 506.59, L_straight= 502.43, slack=  4.17, T_bat= 15.75, T_rov= 0.50, F_drag_cable=( 0.00,  16.59), Fy_cmd=-30.00, desired=  0.75, ret=  0.74, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.20, L= 506.67, L_straight= 502.47, slack=  4.20, T_bat= 15.75, T_rov= 0.50, F_drag_cable=( 0.00,  16.60), Fy_cmd=-30.00, desired=  0.76, ret=  0.74, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.30, L= 506.74, L_straight= 502.51, slack=  4.24, T_bat= 15.74, T_rov= 0.50, F_drag_cable=( 0.00,  16.61), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.40, L= 506.82, L_straight= 502.55, slack=  4.27, T_bat= 15.74, T_rov= 0.50, F_drag_cable=( 0.00,  16.62), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.50, L= 506.89, L_straight= 502.59, slack=  4.31, T_bat= 15.73, T_rov= 0.50, F_drag_cable=( 0.00,  16.62), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.60, L= 506.97, L_straight= 502.63, slack=  4.34, T_bat= 15.73, T_rov= 0.50, F_drag_cable=( 0.00,  16.63), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.70, L= 507.04, L_straight= 502.67, slack=  4.38, T_bat= 15.72, T_rov= 0.50, F_drag_cable=( 0.00,  16.63), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.80, L= 507.12, L_straight= 502.71, slack=  4.41, T_bat= 15.71, T_rov= 0.50, F_drag_cable=( 0.00,  16.63), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 11.90, L= 507.19, L_straight= 502.75, slack=  4.45, T_bat= 15.70, T_rov= 0.50, F_drag_cable=( 0.00,  16.64), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.00, L= 507.27, L_straight= 502.78, slack=  4.48, T_bat= 15.69, T_rov= 0.50, F_drag_cable=( 0.00,  16.64), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.10, L= 507.34, L_straight= 502.82, slack=  4.52, T_bat= 15.69, T_rov= 0.50, F_drag_cable=( 0.00,  16.64), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.20, L= 507.42, L_straight= 502.86, slack=  4.55, T_bat= 15.68, T_rov= 0.50, F_drag_cable=( 0.00,  16.65), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.30, L= 507.49, L_straight= 502.90, slack=  4.59, T_bat= 15.67, T_rov= 0.50, F_drag_cable=( 0.00,  16.65), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.40, L= 507.57, L_straight= 502.94, slack=  4.62, T_bat= 15.66, T_rov= 0.50, F_drag_cable=( 0.00,  16.65), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.50, L= 507.64, L_straight= 502.98, slack=  4.66, T_bat= 15.65, T_rov= 0.50, F_drag_cable=( 0.00,  16.65), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.60, L= 507.72, L_straight= 503.02, slack=  4.69, T_bat= 15.64, T_rov= 0.50, F_drag_cable=( 0.00,  16.66), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.70, L= 507.79, L_straight= 503.06, slack=  4.73, T_bat= 15.63, T_rov= 0.50, F_drag_cable=( 0.00,  16.66), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.80, L= 507.87, L_straight= 503.10, slack=  4.76, T_bat= 15.63, T_rov= 0.50, F_drag_cable=( 0.00,  16.66), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 12.90, L= 507.94, L_straight= 503.14, slack=  4.80, T_bat= 15.62, T_rov= 0.50, F_drag_cable=( 0.00,  16.66), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.00, L= 508.02, L_straight= 503.18, slack=  4.84, T_bat= 15.61, T_rov= 0.50, F_drag_cable=( 0.00,  16.67), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.10, L= 508.10, L_straight= 503.22, slack=  4.87, T_bat= 15.60, T_rov= 0.50, F_drag_cable=( 0.00,  16.67), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.20, L= 508.17, L_straight= 503.26, slack=  4.91, T_bat= 15.59, T_rov= 0.50, F_drag_cable=( 0.00,  16.67), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.30, L= 508.25, L_straight= 503.30, slack=  4.94, T_bat= 15.58, T_rov= 0.50, F_drag_cable=( 0.00,  16.67), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.40, L= 508.32, L_straight= 503.34, slack=  4.98, T_bat= 15.57, T_rov= 0.50, F_drag_cable=( 0.00,  16.68), Fy_cmd=-30.00, desired=  0.76, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.50, L= 508.40, L_straight= 503.38, slack=  5.01, T_bat= 15.56, T_rov= 0.50, F_drag_cable=( 0.00,  16.68), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.60, L= 508.47, L_straight= 503.42, slack=  5.05, T_bat= 15.56, T_rov= 0.50, F_drag_cable=( 0.00,  16.68), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.70, L= 508.55, L_straight= 503.46, slack=  5.08, T_bat= 15.55, T_rov= 0.50, F_drag_cable=( 0.00,  16.68), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.80, L= 508.62, L_straight= 503.50, slack=  5.12, T_bat= 15.55, T_rov= 0.50, F_drag_cable=( 0.00,  16.69), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 13.90, L= 508.70, L_straight= 503.54, slack=  5.16, T_bat= 15.54, T_rov= 0.50, F_drag_cable=( 0.00,  16.69), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.00, L= 508.77, L_straight= 503.58, slack=  5.19, T_bat= 15.53, T_rov= 0.50, F_drag_cable=( 0.00,  16.69), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.10, L= 508.85, L_straight= 503.62, slack=  5.23, T_bat= 15.52, T_rov= 0.50, F_drag_cable=( 0.00,  16.69), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.20, L= 508.93, L_straight= 503.66, slack=  5.26, T_bat= 15.51, T_rov= 0.50, F_drag_cable=( 0.00,  16.70), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.30, L= 509.00, L_straight= 503.70, slack=  5.30, T_bat= 15.51, T_rov= 0.50, F_drag_cable=( 0.00,  16.70), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.40, L= 509.08, L_straight= 503.74, slack=  5.33, T_bat= 15.50, T_rov= 0.50, F_drag_cable=( 0.00,  16.70), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.50, L= 509.15, L_straight= 503.78, slack=  5.37, T_bat= 15.49, T_rov= 0.50, F_drag_cable=( 0.00,  16.70), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.60, L= 509.23, L_straight= 503.82, slack=  5.40, T_bat= 15.48, T_rov= 0.50, F_drag_cable=( 0.00,  16.71), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.70, L= 509.30, L_straight= 503.86, slack=  5.44, T_bat= 15.47, T_rov= 0.50, F_drag_cable=( 0.00,  16.71), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.80, L= 509.38, L_straight= 503.90, slack=  5.48, T_bat= 15.46, T_rov= 0.50, F_drag_cable=( 0.00,  16.71), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 14.90, L= 509.45, L_straight= 503.94, slack=  5.51, T_bat= 15.45, T_rov= 0.50, F_drag_cable=( 0.00,  16.71), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.00, L= 509.53, L_straight= 503.98, slack=  5.55, T_bat= 15.44, T_rov= 0.50, F_drag_cable=( 0.00,  16.72), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
[SCEN] t=15.10 scen=Fy crit=(t>15:-50) T_bat=15.43620778865049 y=-504.02 x=0.00 L=509.60
IC_L_7: t= 15.10, L= 509.60, L_straight= 504.02, slack=  5.58, T_bat= 15.44, T_rov= 0.50, F_drag_cable=( 0.00,  16.72), Fy_cmd=-30.00, desired=  0.75, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
[SCEN] t=15.20 scen=Fy crit=(y<-100:e1) T_bat=16.415469500250612 y=-504.06 x=0.00 L=509.68
IC_L_7: t= 15.20, L= 509.68, L_straight= 504.06, slack=  5.61, T_bat= 16.42, T_rov= 0.50, F_drag_cable=( 0.00,  19.30), Fy_cmd=-50.00, desired=  0.80, ret=  0.76, exp=PILOT_DESC_MINPAY_ACC
[SCEN] t=15.30 scen=Fy crit=(e1:-20) T_bat=18.517003831913676 y=-504.11 x=0.00 L=509.76
IC_L_7: t= 15.30, L= 509.76, L_straight= 504.11, slack=  5.64, T_bat= 18.52, T_rov= 0.50, F_drag_cable=( 0.00,  23.71), Fy_cmd=-50.00, desired=  0.84, ret=  0.77, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.40, L= 509.83, L_straight= 504.16, slack=  5.67, T_bat= 19.23, T_rov= 0.50, F_drag_cable=( 0.00,  22.46), Fy_cmd=-20.00, desired=  0.83, ret=  0.77, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.50, L= 509.91, L_straight= 504.20, slack=  5.71, T_bat= 18.15, T_rov= 0.50, F_drag_cable=( 0.00,  18.10), Fy_cmd=-20.00, desired=  0.81, ret=  0.78, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.60, L= 509.99, L_straight= 504.24, slack=  5.75, T_bat= 16.55, T_rov= 0.50, F_drag_cable=( 0.00,  15.34), Fy_cmd=-20.00, desired=  0.77, ret=  0.78, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.70, L= 510.07, L_straight= 504.27, slack=  5.79, T_bat= 14.94, T_rov= 0.50, F_drag_cable=( 0.00,  13.51), Fy_cmd=-20.00, desired=  0.74, ret=  0.77, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.80, L= 510.14, L_straight= 504.31, slack=  5.83, T_bat= 13.52, T_rov= 0.50, F_drag_cable=( 0.00,  12.24), Fy_cmd=-20.00, desired=  0.71, ret=  0.77, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 15.90, L= 510.22, L_straight= 504.34, slack=  5.88, T_bat= 12.34, T_rov= 0.50, F_drag_cable=( 0.00,  11.34), Fy_cmd=-20.00, desired=  0.67, ret=  0.76, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.00, L= 510.29, L_straight= 504.37, slack=  5.92, T_bat= 11.40, T_rov= 0.50, F_drag_cable=( 0.00,  10.68), Fy_cmd=-20.00, desired=  0.65, ret=  0.75, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.10, L= 510.37, L_straight= 504.40, slack=  5.97, T_bat= 10.66, T_rov= 0.50, F_drag_cable=( 0.00,  10.20), Fy_cmd=-20.00, desired=  0.62, ret=  0.73, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.20, L= 510.44, L_straight= 504.43, slack=  6.01, T_bat= 10.08, T_rov= 0.50, F_drag_cable=( 0.00,  9.83), Fy_cmd=-20.00, desired=  0.60, ret=  0.72, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.30, L= 510.51, L_straight= 504.47, slack=  6.05, T_bat= 9.63, T_rov= 0.50, F_drag_cable=( 0.00,  9.56), Fy_cmd=-20.00, desired=  0.59, ret=  0.71, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.40, L= 510.59, L_straight= 504.49, slack=  6.09, T_bat= 9.29, T_rov= 0.50, F_drag_cable=( 0.00,  9.35), Fy_cmd=-20.00, desired=  0.57, ret=  0.69, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.50, L= 510.65, L_straight= 504.52, slack=  6.13, T_bat= 9.02, T_rov= 0.50, F_drag_cable=( 0.00,  9.19), Fy_cmd=-20.00, desired=  0.56, ret=  0.68, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.60, L= 510.72, L_straight= 504.55, slack=  6.17, T_bat= 8.81, T_rov= 0.50, F_drag_cable=( 0.00,  9.07), Fy_cmd=-20.00, desired=  0.55, ret=  0.67, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.70, L= 510.79, L_straight= 504.58, slack=  6.21, T_bat= 8.65, T_rov= 0.50, F_drag_cable=( 0.00,  8.98), Fy_cmd=-20.00, desired=  0.55, ret=  0.66, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.80, L= 510.86, L_straight= 504.61, slack=  6.24, T_bat= 8.53, T_rov= 0.50, F_drag_cable=( 0.00,  8.91), Fy_cmd=-20.00, desired=  0.54, ret=  0.64, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 16.90, L= 510.92, L_straight= 504.64, slack=  6.28, T_bat= 8.43, T_rov= 0.50, F_drag_cable=( 0.00,  8.85), Fy_cmd=-20.00, desired=  0.54, ret=  0.63, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.00, L= 510.98, L_straight= 504.67, slack=  6.31, T_bat= 8.36, T_rov= 0.50, F_drag_cable=( 0.00,  8.81), Fy_cmd=-20.00, desired=  0.53, ret=  0.62, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.10, L= 511.05, L_straight= 504.70, slack=  6.35, T_bat= 8.30, T_rov= 0.50, F_drag_cable=( 0.00,  8.78), Fy_cmd=-20.00, desired=  0.53, ret=  0.61, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.20, L= 511.11, L_straight= 504.73, slack=  6.38, T_bat= 8.25, T_rov= 0.50, F_drag_cable=( 0.00,  8.75), Fy_cmd=-20.00, desired=  0.53, ret=  0.60, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.30, L= 511.17, L_straight= 504.76, slack=  6.41, T_bat= 8.22, T_rov= 0.50, F_drag_cable=( 0.00,  8.73), Fy_cmd=-20.00, desired=  0.52, ret=  0.60, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.40, L= 511.23, L_straight= 504.79, slack=  6.44, T_bat= 8.19, T_rov= 0.50, F_drag_cable=( 0.00,  8.72), Fy_cmd=-20.00, desired=  0.52, ret=  0.59, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.50, L= 511.29, L_straight= 504.81, slack=  6.47, T_bat= 8.16, T_rov= 0.50, F_drag_cable=( 0.00,  8.70), Fy_cmd=-20.00, desired=  0.52, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.60, L= 511.34, L_straight= 504.84, slack=  6.50, T_bat= 8.14, T_rov= 0.50, F_drag_cable=( 0.00,  8.69), Fy_cmd=-20.00, desired=  0.52, ret=  0.58, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.70, L= 511.40, L_straight= 504.87, slack=  6.53, T_bat= 8.13, T_rov= 0.50, F_drag_cable=( 0.00,  8.69), Fy_cmd=-20.00, desired=  0.52, ret=  0.57, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.80, L= 511.46, L_straight= 504.90, slack=  6.56, T_bat= 8.11, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.57, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 17.90, L= 511.52, L_straight= 504.93, slack=  6.59, T_bat= 8.10, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.56, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.00, L= 511.57, L_straight= 504.96, slack=  6.61, T_bat= 8.09, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.56, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.10, L= 511.63, L_straight= 504.99, slack=  6.64, T_bat= 8.09, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.55, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.20, L= 511.68, L_straight= 505.01, slack=  6.67, T_bat= 8.08, T_rov= 0.50, F_drag_cable=( 0.00,  8.67), Fy_cmd=-20.00, desired=  0.52, ret=  0.55, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.30, L= 511.74, L_straight= 505.04, slack=  6.69, T_bat= 8.07, T_rov= 0.50, F_drag_cable=( 0.00,  8.67), Fy_cmd=-20.00, desired=  0.52, ret=  0.55, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.40, L= 511.79, L_straight= 505.07, slack=  6.72, T_bat= 8.07, T_rov= 0.50, F_drag_cable=( 0.00,  8.67), Fy_cmd=-20.00, desired=  0.52, ret=  0.54, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.50, L= 511.85, L_straight= 505.10, slack=  6.75, T_bat= 8.06, T_rov= 0.50, F_drag_cable=( 0.00,  8.67), Fy_cmd=-20.00, desired=  0.52, ret=  0.54, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.60, L= 511.90, L_straight= 505.13, slack=  6.77, T_bat= 8.06, T_rov= 0.50, F_drag_cable=( 0.00,  8.67), Fy_cmd=-20.00, desired=  0.52, ret=  0.54, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.70, L= 511.95, L_straight= 505.16, slack=  6.80, T_bat= 8.05, T_rov= 0.50, F_drag_cable=( 0.00,  8.67), Fy_cmd=-20.00, desired=  0.52, ret=  0.54, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.80, L= 512.01, L_straight= 505.19, slack=  6.82, T_bat= 8.05, T_rov= 0.50, F_drag_cable=( 0.00,  8.67), Fy_cmd=-20.00, desired=  0.52, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 18.90, L= 512.06, L_straight= 505.22, slack=  6.85, T_bat= 8.05, T_rov= 0.50, F_drag_cable=( 0.00,  8.67), Fy_cmd=-20.00, desired=  0.52, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.00, L= 512.11, L_straight= 505.24, slack=  6.87, T_bat= 8.04, T_rov= 0.50, F_drag_cable=( 0.00,  8.67), Fy_cmd=-20.00, desired=  0.52, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.10, L= 512.17, L_straight= 505.27, slack=  6.89, T_bat= 8.04, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.20, L= 512.22, L_straight= 505.30, slack=  6.92, T_bat= 8.04, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.30, L= 512.27, L_straight= 505.33, slack=  6.94, T_bat= 8.03, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.40, L= 512.33, L_straight= 505.36, slack=  6.97, T_bat= 8.03, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.50, L= 512.38, L_straight= 505.39, slack=  6.99, T_bat= 8.03, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.53, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.60, L= 512.43, L_straight= 505.42, slack=  7.02, T_bat= 8.02, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.70, L= 512.48, L_straight= 505.45, slack=  7.04, T_bat= 8.02, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.80, L= 512.54, L_straight= 505.47, slack=  7.06, T_bat= 8.02, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 19.90, L= 512.59, L_straight= 505.50, slack=  7.09, T_bat= 8.01, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.00, L= 512.64, L_straight= 505.53, slack=  7.11, T_bat= 8.01, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.10, L= 512.69, L_straight= 505.56, slack=  7.13, T_bat= 8.01, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
[SCEN] t=20.20 scen=Fy crit=(e1>5:0) T_bat=8.004259250257636 y=-505.59 x=0.00 L=512.75
IC_L_7: t= 20.20, L= 512.75, L_straight= 505.59, slack=  7.16, T_bat= 8.00, T_rov= 0.50, F_drag_cable=( 0.00,  8.68), Fy_cmd=-20.00, desired=  0.52, ret=  0.52, exp=PILOT_DESC_MINPAY_ACC
IC_L_7: t= 20.30, L= 512.80, L_straight= 505.61, slack=  7.18, T_bat= 7.37, T_rov= 0.50, F_drag_cable=( 0.00,  6.92), Fy_cmd=  0.00, desired=  0.32, ret=  0.50, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.40, L= 512.85, L_straight= 505.63, slack=  7.21, T_bat= 6.38, T_rov= 0.50, F_drag_cable=( 0.00,  4.31), Fy_cmd=  0.00, desired=  0.12, ret=  0.46, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.50, L= 512.89, L_straight= 505.65, slack=  7.24, T_bat= 5.92, T_rov= 0.50, F_drag_cable=( 0.00,  2.60), Fy_cmd=  0.00, desired= -0.08, ret=  0.41, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.60, L= 512.93, L_straight= 505.66, slack=  7.27, T_bat= 5.52, T_rov= 0.50, F_drag_cable=( 0.00,  1.46), Fy_cmd=  0.00, desired= -0.28, ret=  0.36, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.70, L= 512.97, L_straight= 505.67, slack=  7.30, T_bat= 5.08, T_rov= 0.50, F_drag_cable=( 0.00,  0.71), Fy_cmd=  0.00, desired= -0.48, ret=  0.31, exp=PILOT_ASC_REMOVE_SLACK_ACC
