[SCEN] t=0.10 scen=Fy crit=(t>0:-50) T_bat=0.403729584757652 p=-100.00 L=110.00
IC_L_6: t= 0.10, y_rov=-100.00, vy_rov=-0.03, gy_rov= 0.00, L= 110.00, dl_dt_cmd= 0.00, prev_cmd= 0.00, T_bat= 0.40, Fy_tr=-0.01, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-8.73, ret=-0.01, exp=CATENARY_SIGN_IN_ACC
IC_L_6: t= 22.00, y_rov=-114.60, vy_rov=-0.67, gy_rov= 0.00, L= 118.29, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.70, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 22.10, y_rov=-114.66, vy_rov=-0.67, gy_rov= 0.00, L= 118.33, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.71, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 22.20, y_rov=-114.73, vy_rov=-0.67, gy_rov= 0.00, L= 118.37, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.71, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 22.30, y_rov=-114.80, vy_rov=-0.67, gy_rov= 0.00, L= 118.41, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.72, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 22.40, y_rov=-114.87, vy_rov=-0.67, gy_rov= 0.00, L= 118.45, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.72, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 22.50, y_rov=-114.93, vy_rov=-0.67, gy_rov= 0.00, L= 118.49, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.72, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 22.60, y_rov=-115.00, vy_rov=-0.67, gy_rov= 0.00, L= 118.53, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.73, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 22.70, y_rov=-115.07, vy_rov=-0.67, gy_rov= 0.00, L= 118.57, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.73, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 22.80, y_rov=-115.13, vy_rov=-0.67, gy_rov= 0.00, L= 118.61, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.74, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 22.90, y_rov=-115.20, vy_rov=-0.67, gy_rov= 0.00, L= 118.65, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.74, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 23.00, y_rov=-115.27, vy_rov=-0.67, gy_rov= 0.00, L= 118.69, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.74, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 23.10, y_rov=-115.34, vy_rov=-0.67, gy_rov= 0.00, L= 118.73, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.75, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 23.20, y_rov=-115.40, vy_rov=-0.67, gy_rov= 0.00, L= 118.77, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.75, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 23.30, y_rov=-115.47, vy_rov=-0.67, gy_rov= 0.00, L= 118.81, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.76, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 23.40, y_rov=-115.54, vy_rov=-0.67, gy_rov= 0.00, L= 118.85, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.76, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 23.50, y_rov=-115.61, vy_rov=-0.67, gy_rov= 0.00, L= 118.89, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.76, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 23.60, y_rov=-115.67, vy_rov=-0.67, gy_rov= 0.00, L= 118.93, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.77, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 23.70, y_rov=-115.74, vy_rov=-0.67, gy_rov= 0.00, L= 118.97, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.77, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 23.80, y_rov=-115.81, vy_rov=-0.67, gy_rov= 0.00, L= 119.01, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.77, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 23.90, y_rov=-115.87, vy_rov=-0.67, gy_rov= 0.00, L= 119.05, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.78, Fy_tr= 0.02, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 24.00, y_rov=-115.94, vy_rov=-0.67, gy_rov= 0.00, L= 119.09, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.78, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 24.10, y_rov=-116.01, vy_rov=-0.67, gy_rov= 0.00, L= 119.13, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.79, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 24.20, y_rov=-116.08, vy_rov=-0.67, gy_rov= 0.00, L= 119.17, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.79, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 24.30, y_rov=-116.14, vy_rov=-0.67, gy_rov= 0.00, L= 119.21, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.80, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 24.40, y_rov=-116.21, vy_rov=-0.67, gy_rov= 0.00, L= 119.25, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.80, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 24.50, y_rov=-116.28, vy_rov=-0.67, gy_rov= 0.00, L= 119.29, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.80, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 24.60, y_rov=-116.35, vy_rov=-0.67, gy_rov= 0.00, L= 119.33, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.81, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 24.70, y_rov=-116.41, vy_rov=-0.67, gy_rov= 0.00, L= 119.37, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.81, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 24.80, y_rov=-116.48, vy_rov=-0.67, gy_rov= 0.00, L= 119.41, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.82, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 24.90, y_rov=-116.55, vy_rov=-0.67, gy_rov= 0.00, L= 119.45, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.82, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 25.00, y_rov=-116.62, vy_rov=-0.67, gy_rov= 0.00, L= 119.49, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.82, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 25.10, y_rov=-116.68, vy_rov=-0.67, gy_rov= 0.00, L= 119.53, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.83, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 25.20, y_rov=-116.75, vy_rov=-0.67, gy_rov= 0.00, L= 119.57, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.83, Fy_tr= 0.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 25.30, y_rov=-116.82, vy_rov=-0.67, gy_rov= 0.00, L= 119.61, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.84, Fy_tr= 0.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 25.40, y_rov=-116.88, vy_rov=-0.67, gy_rov= 0.00, L= 119.65, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.84, Fy_tr= 0.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 25.50, y_rov=-116.95, vy_rov=-0.67, gy_rov= 0.00, L= 119.69, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.85, Fy_tr= 0.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 25.60, y_rov=-117.02, vy_rov=-0.67, gy_rov= 0.00, L= 119.73, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.85, Fy_tr= 0.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 25.70, y_rov=-117.09, vy_rov=-0.67, gy_rov= 0.00, L= 119.77, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.86, Fy_tr= 0.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 25.80, y_rov=-117.15, vy_rov=-0.67, gy_rov= 0.00, L= 119.81, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.86, Fy_tr= 0.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 25.90, y_rov=-117.22, vy_rov=-0.67, gy_rov= 0.00, L= 119.85, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.86, Fy_tr= 0.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 26.00, y_rov=-117.29, vy_rov=-0.67, gy_rov= 0.00, L= 119.89, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.87, Fy_tr= 0.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 26.10, y_rov=-117.36, vy_rov=-0.67, gy_rov= 0.00, L= 119.93, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.87, Fy_tr= 0.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 26.20, y_rov=-117.42, vy_rov=-0.67, gy_rov= 0.00, L= 119.97, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.88, Fy_tr= 0.05, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 26.30, y_rov=-117.49, vy_rov=-0.67, gy_rov= 0.00, L= 120.01, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.88, Fy_tr= 0.05, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 26.40, y_rov=-117.56, vy_rov=-0.67, gy_rov= 0.00, L= 120.05, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.89, Fy_tr= 0.05, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 26.50, y_rov=-117.62, vy_rov=-0.67, gy_rov= 0.00, L= 120.09, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.89, Fy_tr= 0.05, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 26.60, y_rov=-117.69, vy_rov=-0.67, gy_rov= 0.00, L= 120.13, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.90, Fy_tr= 0.05, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 26.70, y_rov=-117.76, vy_rov=-0.67, gy_rov= 0.00, L= 120.17, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.90, Fy_tr= 0.06, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 26.80, y_rov=-117.83, vy_rov=-0.67, gy_rov= 0.00, L= 120.21, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.91, Fy_tr= 0.06, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 26.90, y_rov=-117.89, vy_rov=-0.67, gy_rov= 0.00, L= 120.25, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.91, Fy_tr= 0.06, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 27.00, y_rov=-117.96, vy_rov=-0.67, gy_rov= 0.00, L= 120.29, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.92, Fy_tr= 0.06, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.00, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 27.10, y_rov=-118.03, vy_rov=-0.67, gy_rov= 0.00, L= 120.33, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.93, Fy_tr= 0.06, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 27.20, y_rov=-118.10, vy_rov=-0.67, gy_rov= 0.00, L= 120.37, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.93, Fy_tr= 0.07, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 27.30, y_rov=-118.16, vy_rov=-0.67, gy_rov= 0.00, L= 120.41, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.94, Fy_tr= 0.07, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 27.40, y_rov=-118.23, vy_rov=-0.67, gy_rov= 0.00, L= 120.45, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.94, Fy_tr= 0.07, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 27.50, y_rov=-118.30, vy_rov=-0.67, gy_rov= 0.00, L= 120.49, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.95, Fy_tr= 0.08, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 27.60, y_rov=-118.37, vy_rov=-0.67, gy_rov= 0.00, L= 120.53, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.96, Fy_tr= 0.08, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 27.70, y_rov=-118.43, vy_rov=-0.67, gy_rov= 0.00, L= 120.57, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.96, Fy_tr= 0.08, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 27.80, y_rov=-118.50, vy_rov=-0.67, gy_rov= 0.00, L= 120.61, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.97, Fy_tr= 0.09, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 27.90, y_rov=-118.57, vy_rov=-0.67, gy_rov= 0.00, L= 120.65, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.98, Fy_tr= 0.09, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 28.00, y_rov=-118.63, vy_rov=-0.67, gy_rov= 0.00, L= 120.69, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 10.99, Fy_tr= 0.10, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 28.10, y_rov=-118.70, vy_rov=-0.67, gy_rov= 0.00, L= 120.73, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.00, Fy_tr= 0.11, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 28.20, y_rov=-118.77, vy_rov=-0.67, gy_rov= 0.00, L= 120.77, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.01, Fy_tr= 0.11, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.01, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 28.30, y_rov=-118.84, vy_rov=-0.67, gy_rov= 0.00, L= 120.81, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.02, Fy_tr= 0.12, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.02, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 28.40, y_rov=-118.90, vy_rov=-0.67, gy_rov= 0.00, L= 120.85, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.03, Fy_tr= 0.13, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.02, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 28.50, y_rov=-118.97, vy_rov=-0.67, gy_rov= 0.00, L= 120.89, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.04, Fy_tr= 0.14, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.02, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 28.60, y_rov=-119.04, vy_rov=-0.67, gy_rov= 0.00, L= 120.93, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.05, Fy_tr= 0.15, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.02, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 28.70, y_rov=-119.11, vy_rov=-0.67, gy_rov= 0.00, L= 120.97, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.07, Fy_tr= 0.16, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.03, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 28.80, y_rov=-119.17, vy_rov=-0.67, gy_rov= 0.00, L= 121.01, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.09, Fy_tr= 0.18, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.03, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 28.90, y_rov=-119.24, vy_rov=-0.67, gy_rov= 0.00, L= 121.05, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.11, Fy_tr= 0.20, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.04, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.00, y_rov=-119.31, vy_rov=-0.67, gy_rov= 0.00, L= 121.09, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.13, Fy_tr= 0.23, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.04, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.10, y_rov=-119.37, vy_rov=-0.67, gy_rov= 0.00, L= 121.13, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.16, Fy_tr= 0.26, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.06, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.20, y_rov=-119.44, vy_rov=-0.67, gy_rov= 0.00, L= 121.17, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.21, Fy_tr= 0.30, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.07, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.30, y_rov=-119.51, vy_rov=-0.67, gy_rov= 0.00, L= 121.21, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.27, Fy_tr= 0.36, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.10, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.40, y_rov=-119.58, vy_rov=-0.67, gy_rov= 0.00, L= 121.25, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.37, Fy_tr= 0.47, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.16, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.50, y_rov=-119.64, vy_rov=-0.67, gy_rov= 0.00, L= 121.29, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.57, Fy_tr= 0.68, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total= 0.30, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.60, y_rov=-119.71, vy_rov=-0.65, gy_rov= 0.02, L= 121.33, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.91, Fy_tr= 1.03, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-3.49, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.70, y_rov=-119.75, vy_rov=-0.42, gy_rov= 0.23, L= 121.37, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 29.34, Fy_tr= 18.27, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-18.19, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.80, y_rov=-119.79, vy_rov=-0.42, gy_rov=-0.00, L= 121.41, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.82, Fy_tr= 1.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-35.42, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 29.90, y_rov=-119.83, vy_rov=-0.42, gy_rov=-0.00, L= 121.45, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 25.65, Fy_tr= 18.27, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-18.18, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 30.00, y_rov=-119.87, vy_rov=-0.42, gy_rov=-0.00, L= 121.49, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 13.79, Fy_tr= 1.04, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-35.32, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 30.10, y_rov=-119.87, vy_rov= 0.00, gy_rov= 0.42, L= 121.53, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 6.70, Fy_tr= 18.27, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-40.56, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
IC_L_6: t= 30.20, y_rov=-119.93, vy_rov=-0.60, gy_rov=-0.60, L= 121.57, dl_dt_cmd= 0.40, prev_cmd= 0.40, T_bat= 11.80, Fy_tr=-17.00, F_app_w=-8.83, F_buoy_net= 8.83, Fy_total=-29.29, ret= 0.40, exp=PILOT_DESC_TAUT_ACC
